Date,Price
20/06/2018,"1,429.90"
19/06/2018,"1,417.50"
18/06/2018,"1,422.50"
15/06/2018,"1,406.70"
14/06/2018,"1,399.40"
13/06/2018,"1,396.60"
12/6/2018,"1,397.20"
8/6/2018,"1,394.50"
7/6/2018,"1,399.10"
6/6/2018,"1,405.80"
5/6/2018,"1,395.00"
4/6/2018,"1,420.50"
1/6/2018,"1,398.20"
31/05/2018,"1,403.00"
30/05/2018,"1,401.00"
29/05/2018,"1,403.50"
28/05/2018,"1,411.10"
25/05/2018,"1,400.00"
24/05/2018,"1,404.40"
23/05/2018,"1,388.70"
22/05/2018,"1,365.20"
21/05/2018,"1,362.90"
18/05/2018,"1,364.90"
17/05/2018,"1,349.90"
16/05/2018,"1,362.40"
15/05/2018,"1,374.40"
14/05/2018,"1,380.70"
11/5/2018,"1,378.90"
10/5/2018,"1,384.00"
9/5/2018,"1,392.50"
8/5/2018,"1,378.80"
7/5/2018,"1,375.90"
4/5/2018,"1,366.50"
3/5/2018,"1,383.90"
2/5/2018,"1,384.70"
1/5/2018,"1,373.20"
30/04/2018,"1,361.10"
27/04/2018,"1,336.50"
26/04/2018,"1,328.20"
24/04/2018,"1,323.30"
23/04/2018,"1,308.70"
20/04/2018,"1,307.20"
19/04/2018,"1,313.50"
18/04/2018,"1,318.00"
17/04/2018,"1,306.70"
16/04/2018,"1,305.60"
13/04/2018,"1,305.80"
12/4/2018,"1,307.10"
11/4/2018,"1,317.50"
10/4/2018,"1,330.60"
9/4/2018,"1,326.20"
6/4/2018,"1,323.10"
5/4/2018,"1,316.30"
4/4/2018,"1,307.30"
3/4/2018,"1,293.60"
29/03/2018,"1,302.90"
28/03/2018,"1,300.60"
27/03/2018,"1,297.00"
26/03/2018,"1,293.70"
23/03/2018,"1,297.20"
22/03/2018,"1,309.90"
21/03/2018,"1,321.60"
20/03/2018,"1,329.30"
19/03/2018,"1,339.40"
16/03/2018,"1,325.70"
15/03/2018,"1,311.61"
14/03/2018,"1,308.50"
13/03/2018,"1,322.10"
12/3/2018,"1,318.95"
9/3/2018,"1,321.34"
8/3/2018,"1,310.30"
7/3/2018,"1,301.40"
6/3/2018,"1,305.60"
5/3/2018,"1,306.16"
2/3/2018,"1,305.80"
1/3/2018,"1,308.32"
28/02/2018,"1,302.82"
27/02/2018,"1,322.00"
26/02/2018,"1,316.52"
23/02/2018,"1,301.85"
22/02/2018,"1,290.40"
21/02/2018,"1,308.49"
20/02/2018,"1,296.72"
19/02/2018,"1,296.92"
16/02/2018,"1,284.63"
15/02/2018,"1,282.07"
14/02/2018,"1,285.17"
13/02/2018,"1,295.05"
12/2/2018,"1,291.40"
9/2/2018,"1,298.50"
8/2/2018,"1,305.00"
7/2/2018,"1,298.60"
6/2/2018,"1,295.20"
5/2/2018,"1,329.50"
2/2/2018,"1,347.90"
1/2/2018,"1,362.20"
31/01/2018,"1,358.10"
30/01/2018,"1,333.90"
29/01/2018,"1,345.60"
25/01/2018,"1,359.20"
